WinningTeam,BattleTime,playerTag,mode,map,result,StarPlayerTag,StarPlayerBrawler,Brawler1Name,Brawler1Tag,Brawler2Name,Brawler2Tag,Brawler3Name,Brawler3Tag,Brawler4Name,Brawler4Tag,Brawler5Name,Brawler5Tag,Brawler6Name,Brawler6Tag
1,20200530T040038.000Z,#8RQ9UPVC,brawlBall,Backyard Bowl,1,#CUL90Y,PENNY,BROCK,#8RQ9UPVC,PENNY,#CUL90Y,PIPER,#GYV90U,POCO,#9L80LY8,PAM,#JQCQ88Y,GENE,#CRJ9C9P
1,20200530T035619.000Z,#8RQ9UPVC,brawlBall,Backyard Bowl,1,#8RQ9UPVC,BROCK,PENNY,#CUL90Y,PIPER,#GYV90U,BROCK,#8RQ9UPVC,GENE,#JUPYV9JQ,SANDY,#L98UGY9L,EL PRIMO,#8RQPRQQLY
1,20200530T035140.000Z,#8RQ9UPVC,brawlBall,Backyard Bowl,1,#CUL90Y,PENNY,PENNY,#CUL90Y,BROCK,#8RQ9UPVC,PIPER,#GYV90U,PIPER,#VR9CL9J,SPROUT,#G9CL0LU,SPIKE,#R20CJLY
2,20200530T034604.000Z,#8RQ9UPVC,brawlBall,Backyard Bowl,1,#8RQ9UPVC,BROCK,BROCK,#QYY8G,PENNY,#VJUQ0Y,BEA,#GLG0YQJ,PENNY,#CUL90Y,PIPER,#GYV90U,BROCK,#8RQ9UPVC
1,20200530T034145.000Z,#8RQ9UPVC,brawlBall,Backyard Bowl,1,#8RQ9UPVC,BROCK,BROCK,#8RQ9UPVC,PIPER,#GYV90U,PENNY,#CUL90Y,EMZ,#8LJGRL9L,BROCK,#P8Y9LQY0,PAM,#P0RVCQ2Q
1,20200530T033746.000Z,#8RQ9UPVC,brawlBall,Backyard Bowl,1,#8RQ9UPVC,BROCK,PENNY,#CUL90Y,BROCK,#8RQ9UPVC,PIPER,#GYV90U,BROCK,#VC02RG2J,BEA,#2Q28Q2RGY,MORTIS,#VRJVUYPP
2,20200530T033339.000Z,#8RQ9UPVC,brawlBall,Backyard Bowl,1,#8RQ9UPVC,BROCK,BEA,#ULG08LGR,MORTIS,#RJVPU8P,EMZ,#8C909Q9,PENNY,#CUL90Y,PIPER,#GYV90U,BROCK,#8RQ9UPVC
1,20200530T032825.000Z,#8RQ9UPVC,brawlBall,Backyard Bowl,1,#8RQ9UPVC,BROCK,PENNY,#CUL90Y,BROCK,#8RQ9UPVC,PIPER,#GYV90U,BROCK,#8RYQJCPJP,PIPER,#2Q0J0YJRJ,CARL,#8GQURUGG
1,20200530T032707.000Z,#8RQ9UPVC,brawlBall,Backyard Bowl,1,#CUL90Y,PENNY,PENNY,#CUL90Y,PIPER,#GYV90U,BROCK,#8RQ9UPVC,MORTIS,#L88QGR9,BEA,#LVJVQJRQ,BIBI,#99QC9YLVJ
2,20200530T032224.000Z,#8RQ9UPVC,brawlBall,Backyard Bowl,1,#8RQ9UPVC,GALE,DYNAMIKE,#8JGV2P892,FRANK,#888R2Q8Q,BROCK,#29P9CLJG,DARRYL,#89RYGLR9R,GALE,#8RQ9UPVC,MAX,#22RUR89GY
2,20200530T031918.000Z,#8RQ9UPVC,brawlBall,Backyard Bowl,1,#8RQ9UPVC,GALE,FRANK,#29PR9CUQ0,CARL,#VJQ8J822,LEON,#9CL0QQQ9G,CROW,#22020J98G,SANDY,#8QJPGQCJG,GALE,#8RQ9UPVC
1,20200528T212725.000Z,#QCC0UVC,brawlBall,Super Stadium,1,#9UQYGPY9,FRANK,LEON,#QCC0UVC,POCO,#UGPCRPYY,FRANK,#9UQYGPY9,ROSA,#2V9UU0PU,SANDY,#YPJQ909Q,JESSIE,#R99GU9V8
2,20200528T211710.000Z,#QCC0UVC,brawlBall,Super Stadium,1,#UGPCRPYY,POCO,GENE,#LVGL0L9,POCO,#J2J8PRR,SHELLY,#2Q0R8C0JV,LEON,#QCC0UVC,POCO,#UGPCRPYY,FRANK,#9UQYGPY9
2,20200528T211347.000Z,#QCC0UVC,brawlBall,Super Stadium,1,#9UQYGPY9,FRANK,JESSIE,#20UQRJCVP,BIBI,#88YV98L9Y,DARRYL,#2VV28JP0P,POCO,#UGPCRPYY,LEON,#QCC0UVC,FRANK,#9UQYGPY9
2,20200528T210657.000Z,#QCC0UVC,brawlBall,Super Stadium,1,#QCC0UVC,LEON,SHELLY,#228Y2QJ,LEON,#9Y9929299,CROW,#8GCQ9QJPJ,FRANK,#9UQYGPY9,LEON,#QCC0UVC,POCO,#UGPCRPYY
2,20200528T210008.000Z,#QCC0UVC,brawlBall,Super Stadium,1,#9UQYGPY9,FRANK,PENNY,#20009YP99,JACKY,#RCYYJ289,CARL,#YL0UY2P,LEON,#QCC0UVC,POCO,#UGPCRPYY,FRANK,#9UQYGPY9
2,20200530T072546.000Z,#QRLRYUV,brawlBall,Backyard Bowl,1,#QRLRYUV,BIBI,DARRYL,#JQJRVGGR,PIPER,#8CUJYYV9,GALE,#YGGL29R,BIBI,#QRLRYUV,BEA,#GRJY0J0R,PAM,#2J0VL2Q
1,20200530T070327.000Z,#QRLRYUV,brawlBall,Backyard Bowl,1,#GRJY0J0R,BEA,BEA,#GRJY0J0R,PAM,#2J0VL2Q,BIBI,#QRLRYUV,BROCK,#PVCUJU0,BIBI,#GRGG2ULY,EMZ,#RVUY82PY
1,20200530T070216.000Z,#QRLRYUV,brawlBall,Backyard Bowl,1,#2J0VL2Q,PAM,BEA,#GRJY0J0R,PAM,#2J0VL2Q,BIBI,#QRLRYUV,MORTIS,#299R0CQCR,MAX,#28GL9CGJ0,EMZ,#QPLPVJR
1,20200530T065037.000Z,#QRLRYUV,brawlBall,Backyard Bowl,1,#QRLRYUV,BIBI,BEA,#GRJY0J0R,BIBI,#QRLRYUV,PAM,#2J0VL2Q,BIBI,#VLCR92Q,PIPER,#29YJLVL9C,CROW,#2290LGPJG
1,20200530T063743.000Z,#QRLRYUV,brawlBall,Backyard Bowl,1,#GRJY0J0R,BEA,BEA,#GRJY0J0R,PAM,#2J0VL2Q,BIBI,#QRLRYUV,SHELLY,#9UYVRV0GC,SANDY,#JQ2C0L82,LEON,#RPY9LCP0
1,20200530T062423.000Z,#QRLRYUV,brawlBall,Backyard Bowl,1,#2J0VL2Q,PAM,BEA,#GRJY0J0R,PAM,#2J0VL2Q,BIBI,#QRLRYUV,GENE,#2R0VJCVCC,NITA,#2J88RQP8G,JESSIE,#8L9GPC8JP
2,20200530T061456.000Z,#QRLRYUV,brawlBall,Backyard Bowl,-1,#V2QPRUR,GENE,GENE,#V2QPRUR,NITA,#YP2YPJ2,BO,#229Y9RL8Y,PAM,#2J0VL2Q,BEA,#GRJY0J0R,BIBI,#QRLRYUV
2,20200530T060154.000Z,#QRLRYUV,brawlBall,Backyard Bowl,1,#GRJY0J0R,BEA,BROCK,#QLU0RCCG,JACKY,#2G8P9202J,CROW,#28LGJLC8U,BEA,#GRJY0J0R,BIBI,#QRLRYUV,PAM,#2J0VL2Q
2,20200530T054837.000Z,#QRLRYUV,brawlBall,Backyard Bowl,1,#2J0VL2Q,PAM,MAX,#Y8JCQ8Y,BROCK,#JVP8LPVJ,PENNY,#GVQ2Y000,BEA,#GRJY0J0R,BIBI,#QRLRYUV,PAM,#2J0VL2Q
1,20200530T053612.000Z,#QRLRYUV,brawlBall,Backyard Bowl,1,#2J0VL2Q,PAM,BIBI,#QRLRYUV,BEA,#GRJY0J0R,PAM,#2J0VL2Q,BO,#2QJLLJRYG,COLT,#2VJUJR2,BEA,#UQYJQVY2
1,20200530T052347.000Z,#QRLRYUV,brawlBall,Backyard Bowl,1,#2J0VL2Q,PAM,BEA,#GRJY0J0R,BIBI,#QRLRYUV,PAM,#2J0VL2Q,NITA,#RUCUQQVL,TARA,#22RGVUUCQ,BEA,#JQUYLG00
1,20200530T051501.000Z,#QRLRYUV,brawlBall,Backyard Bowl,1,#2J0VL2Q,PAM,PAM,#2J0VL2Q,BEA,#GRJY0J0R,BIBI,#QRLRYUV,MORTIS,#8L0U90U8L,BROCK,#2V8QPGJPR,PAM,#890GQPU8
1,20200530T045903.000Z,#QRLRYUV,brawlBall,Backyard Bowl,1,#GRJY0J0R,BEA,PAM,#2J0VL2Q,BEA,#GRJY0J0R,BIBI,#QRLRYUV,TARA,#GJVLUCUV,FRANK,#U0VU2P2J,SANDY,#98CYRUQU
1,20200530T044215.000Z,#QRLRYUV,brawlBall,Backyard Bowl,1,#QRLRYUV,BIBI,PAM,#2J0VL2Q,BEA,#GRJY0J0R,BIBI,#QRLRYUV,PAM,#82QYGP9VP,MAX,#2G20UR9,MORTIS,#QQR8G0L
2,20200530T043141.000Z,#QRLRYUV,brawlBall,Backyard Bowl,1,#GRJY0J0R,BEA,NITA,#8PCRGLC98,JESSIE,#20LQ08YG,COLT,#GRRRL9UU,PAM,#2J0VL2Q,BEA,#GRJY0J0R,BIBI,#QRLRYUV
2,20200530T042228.000Z,#QRLRYUV,brawlBall,Backyard Bowl,1,#GRJY0J0R,BEA,EMZ,#Y0QG09JJ,BIBI,#90QLGVRY8,SANDY,#RVVJ2YV2,PAM,#2J0VL2Q,BEA,#GRJY0J0R,BIBI,#QRLRYUV
0,20200530T140047.000Z,#202Q0QL00,brawlBall,Backyard Bowl,0,#CJRV82Y,PAM,BIBI,#GV8QVJJP,PAM,#L898YYC,PIPER,#202Q0QL00,PAM,#CJRV82Y,BEA,#209RY9Y2L,SANDY,#2UJJ829C9
1,20200530T135610.000Z,#202Q0QL00,brawlBall,Backyard Bowl,1,#GV8QVJJP,BIBI,BIBI,#GV8QVJJP,PAM,#L898YYC,PIPER,#202Q0QL00,CROW,#2VYYRR22L,SHELLY,#8CCPP8YVQ,COLT,#2LP9YRPRV
2,20200530T135140.000Z,#202Q0QL00,brawlBall,Backyard Bowl,-1,#2VYUVR9,SPROUT,BROCK,#80QY0820,SPROUT,#2VYUVR9,GENE,#GRGLCYCC,PIPER,#202Q0QL00,EMZ,#L898YYC,PAM,#GV8QVJJP
2,20200530T125318.000Z,#202Q0QL00,brawlBall,Backyard Bowl,1,#202Q0QL00,GALE,MORTIS,#22RY8GQCV,EL PRIMO,#88C0RP8Y8,SHELLY,#20YR00UVY,MR. P,#L898YYC,GALE,#202Q0QL00,COLT,#GV8QVJJP
2,20200530T124931.000Z,#202Q0QL00,brawlBall,Backyard Bowl,-1,#JU98Q0PR,SPIKE,TARA,#88PCRV2V0,BIBI,#RYP2R0P2,SPIKE,#JU98Q0PR,PIPER,#GV8QVJJP,GALE,#202Q0QL00,CROW,#2G9YCGJ0
2,20200530T123423.000Z,#202Q0QL00,brawlBall,Backyard Bowl,-1,#Y0QL8GV,MORTIS,GENE,#202Q0QL00,MORTIS,#JQ9VLPG2,BEA,#29J0YY02J,MORTIS,#Y0QL8GV,JACKY,#LR809PP,NITA,#C0CYJRR0
1,20200530T123038.000Z,#202Q0QL00,brawlBall,Backyard Bowl,1,#JQ9VLPG2,MORTIS,BEA,#29J0YY02J,GENE,#202Q0QL00,MORTIS,#JQ9VLPG2,PAM,#URYULPPR,BEA,#LR8PYG28,SPIKE,#P0PJYGP8U
1,20200530T143125.000Z,#8LQ9JR82,brawlBall,Pinhole Punt,1,#8LQ9JR82,EMZ,GENE,#YLP2Q99,PAM,#G2JQC0U,EMZ,#8LQ9JR82,SANDY,#R0CV2JV0,BIBI,#202UV82,BEA,#2JGUGUU9L
1,20200530T142710.000Z,#8LQ9JR82,brawlBall,Pinhole Punt,1,#8LQ9JR82,BIBI,DARRYL,#YLP2Q99,POCO,#G2JQC0U,BIBI,#8LQ9JR82,SANDY,#R0CV2JV0,BEA,#2JGUGUU9L,BIBI,#202UV82
1,20200530T101346.000Z,#Q2R90U2,brawlBall,Backyard Bowl,1,#20GVG9CJ,PAM,BEA,#YJ28RCL,SPIKE,#Q2R90U2,PAM,#20GVG9CJ,GENE,#92090GG0Y,SANDY,#G2PYPR,MORTIS,#2908LCPQQ
1,20200530T100959.000Z,#Q2R90U2,brawlBall,Backyard Bowl,1,#20GVG9CJ,PAM,PAM,#20GVG9CJ,SPIKE,#Q2R90U2,BEA,#YJ28RCL,MORTIS,#9G209C2P,PENNY,#R9YJC8YJ,PAM,#RLP229QJ
2,20200530T100616.000Z,#Q2R90U2,brawlBall,Backyard Bowl,1,#Q2R90U2,SPIKE,FRANK,#LCVGRQJG,MORTIS,#V089V8UR,EMZ,#229YPLUCU,PAM,#20GVG9CJ,SPIKE,#Q2R90U2,LEON,#YJ28RCL
2,20200529T204818.000Z,#8GVQPJV,brawlBall,Post Haste,1,#8GVQPJV,POCO,NITA,#2V0UYQUGG,MORTIS,#2QQVUV90Y,RICO,#22QR9CJ8G,POCO,#8GVQPJV,CROW,#89L88990,NITA,#2UY9V0G9R
1,20200529T233325.000Z,#20LGPQRL,brawlBall,Post Haste,1,#29QY0QLVJ,NITA,NITA,#29QY0QLVJ,POCO,#20LGPQRL,BIBI,#2L8L0LJYC,BEA,#9GPLP8P9,BIBI,#9288Q92Y,SPIKE,#8LU20LLP2
2,20200529T232741.000Z,#20LGPQRL,brawlBall,Post Haste,1,#29QY0QLVJ,NITA,EMZ,#YRY28YV,SANDY,#YR2QRPQG,CROW,#2QV0YJ8C,NITA,#29QY0QLVJ,COLT,#20LGPQRL,BEA,#QQ8VPGP0
1,20200529T232326.000Z,#20LGPQRL,brawlBall,Post Haste,1,#29QY0QLVJ,NITA,NITA,#29QY0QLVJ,COLT,#20LGPQRL,SHELLY,#YPQ2G9PU2,BIBI,#2UVVC0QL0,POCO,#2UVJJQQ09,ROSA,#8PG8CGUU0
2,20200530T143101.000Z,#2CPLU2RQ,brawlBall,Backyard Bowl,-1,#R9RQGCY2,COLT,GENE,#P0PQ89R,COLT,#R9RQGCY2,PIPER,#20QVJR8PV,PIPER,#92VQ0CG2J,GENE,#2GYC8YJVU,JESSIE,#2CPLU2RQ
2,20200530T142716.000Z,#2CPLU2RQ,brawlBall,Backyard Bowl,-1,#2VJVYC0,GENE,PAM,#2G0JUQ2,GENE,#2VJVYC0,BROCK,#2QLUGRL,BIBI,#2CPLU2RQ,PIPER,#92VQ0CG2J,GENE,#2GYC8YJVU
2,20200530T114832.000Z,#2CPLU2RQ,brawlBall,Backyard Bowl,-1,#80GVPG0CL,POCO,POCO,#80GVPG0CL,CROW,#G0U9RLPU,GENE,#29QVUJ0GR,BEA,#C282VCUC,EMZ,#P2QLL8QC,SPROUT,#2CPLU2RQ
1,20200530T113937.000Z,#2CPLU2RQ,brawlBall,Backyard Bowl,1,#2CPLU2RQ,SPROUT,EMZ,#P2QLL8QC,BEA,#C282VCUC,SPROUT,#2CPLU2RQ,PIPER,#20JLGV0QL,GENE,#GG8U2UCQ,PAM,#PPLJLLL
1,20200530T112849.000Z,#2CPLU2RQ,brawlBall,Backyard Bowl,1,#P2QLL8QC,EMZ,EMZ,#P2QLL8QC,SPROUT,#2CPLU2RQ,BEA,#C282VCUC,BIBI,#8YCYUG9JJ,EMZ,#2Q90Y2QLC,BEA,#2U8PLGJP9
2,20200530T040434.000Z,#J92LRGQL,brawlBall,Backyard Bowl,-1,#CCPR2CJ2,PIPER,GALE,#J92LRGQL,BEA,#2RVV0RPLL,MORTIS,#C09J0VYL,SPIKE,#8LJ9L8LGR,PIPER,#CCPR2CJ2,MAX,#CGYQQ88P
2,20200530T112155.000Z,#2YCGRQYLP,brawlBall,Warped Arena,-1,#29Q8LQ0C9,SPROUT,DYNAMIKE,#2JU28Q8GR,BIBI,#GY90GVGY,DARRYL,#2YCGRQYLP,SPROUT,#29Q8LQ0C9,JACKY,#2CRGPQQCY,MAX,#8PUJR9Y
2,20200530T111700.000Z,#2YCGRQYLP,brawlBall,Well Cut,-1,#29Q8LQ0C9,GENE,JACKY,#2CRGPQQCY,RICO,#8PUJR9Y,GENE,#29Q8LQ0C9,JACKY,#2JU28Q8GR,SPROUT,#2YCGRQYLP,RICO,#GY90GVGY
2,20200530T111136.000Z,#2YCGRQYLP,brawlBall,Well Cut,-1,#29Q8LQ0C9,GENE,JACKY,#GY90GVGY,RICO,#2JU28Q8GR,SANDY,#2YCGRQYLP,GENE,#29Q8LQ0C9,JACKY,#2CRGPQQCY,RICO,#8PUJR9Y
2,20200530T115126.000Z,#209029V2Q,brawlBall,Backyard Bowl,1,#209029V2Q,RICO,MORTIS,#20LCCV9JP,BIBI,#Y80GQUUVJ,BROCK,#20UV98JLP,BIBI,#8VGCGLJQL,MORTIS,#8G8RJJUCL,RICO,#209029V2Q
2,20200530T114800.000Z,#209029V2Q,brawlBall,Backyard Bowl,1,#YG82Q0UQ,BROCK,MORTIS,#P9LGYCJ8U,CROW,#8JVV9CVR,DARRYL,#22J8JCCYL,RICO,#209029V2Q,BROCK,#YG82Q0UQ,GENE,#2YL9V00JU
2,20200530T114510.000Z,#209029V2Q,brawlBall,Backyard Bowl,-1,#228GUQJJU,GALE,RICO,#209029V2Q,SPIKE,#8QJGV9QC,MORTIS,#20PVP0YJ2,COLT,#U8YC82PL,GALE,#228GUQJJU,GENE,#20U0QPUR8
1,20200530T114129.000Z,#209029V2Q,brawlBall,Backyard Bowl,1,#82CY80Q0,FRANK,RICO,#209029V2Q,SPIKE,#8QJGV9QC,FRANK,#82CY80Q0,PAM,#C8Y0U00G,SHELLY,#LUR289Q2,JESSIE,#9Y9CVUCPU
2,20200530T114015.000Z,#209029V2Q,brawlBall,Backyard Bowl,-1,#GG0C2U,PIPER,CROW,#2802YQPV8,MORTIS,#28G002G8V,PIPER,#GG0C2U,POCO,#2VQQLU9C,PAM,#2VQV82GQV,RICO,#209029V2Q
2,20200530T113701.000Z,#209029V2Q,brawlBall,Backyard Bowl,1,#2R90P9Q02,PIPER,PIPER,#YVR09P98,BROCK,#PRCVR8LP,DYNAMIKE,#RLVLLJY9,BIBI,#8PQVYRC9,PIPER,#2R90P9Q02,RICO,#209029V2Q
2,20200530T113543.000Z,#209029V2Q,brawlBall,Backyard Bowl,-1,#CPUJCQ80,PAM,PAM,#CPUJCQ80,MR. P,#2J0Q0UVL2,PIPER,#PLQ9LL298,LEON,#V2GQ92P,JESSIE,#9YUUPQ9GQ,RICO,#209029V2Q
2,20200530T113232.000Z,#209029V2Q,brawlBall,Backyard Bowl,1,#209029V2Q,RICO,PAM,#2080929YQ,PENNY,#9LCQQR0Y,SPIKE,#20GVGQR9J,MORTIS,#8P2V0CGLP,RICO,#209029V2Q,SPIKE,#2U9CV9J2
2,20200530T112938.000Z,#209029V2Q,brawlBall,Backyard Bowl,-1,#8PP8QQJ8P,POCO,MORTIS,#9YYGV0RJ2,RICO,#209029V2Q,SANDY,#PY9PPC8JL,MORTIS,#9R8Y0UQ,SPIKE,#9R8GYQUGV,POCO,#8PP8QQJ8P
1,20200530T112733.000Z,#209029V2Q,brawlBall,Backyard Bowl,1,#209029V2Q,RICO,MORTIS,#20LCCV9JP,RICO,#209029V2Q,POCO,#2RR8VY2R,MORTIS,#9YCUY0YC,POCO,#C8UQYC2L,GENE,#8GLJ9PJ0R
2,20200530T112558.000Z,#209029V2Q,brawlBall,Backyard Bowl,1,#8YGGY9Q0,NITA,MORTIS,#UC8P98JP,TICK,#PLCP9G8Y9,CARL,#2QPPLYQUU,NITA,#8YGGY9Q0,MORTIS,#9RCU8CU0V,RICO,#209029V2Q
1,20200530T115725.000Z,#9L9YJLY9,brawlBall,Backyard Bowl,1,#YC2LLYLV,ROSA,BULL,#9QLL2UYPR,GALE,#9L9YJLY9,ROSA,#YC2LLYLV,BEA,#JRGCGYGU,MORTIS,#28LPVYL8,EMZ,#JLR0UCJR
2,20200530T115246.000Z,#9L9YJLY9,brawlBall,Backyard Bowl,-1,#8YJUG9LPG,BO,MORTIS,#8VU9RLL,BO,#8YJUG9LPG,BIBI,#C90VYQ08,GALE,#9L9YJLY9,SPROUT,#GGQYG9RJ,RICO,#20PP8LQUV
2,20200530T114805.000Z,#9L9YJLY9,brawlBall,Backyard Bowl,-1,#898P9UURJ,MORTIS,MORTIS,#898P9UURJ,BIBI,#8G88282R8,BO,#2R20CYU8,GENE,#GGQYG9RJ,GALE,#9L9YJLY9,RICO,#98PYG9CJ0
2,20200530T114507.000Z,#9L9YJLY9,brawlBall,Backyard Bowl,1,#2QG0Q9JY8,JESSIE,COLT,#PL9QV0VLJ,RICO,#8GQY8VRRJ,SPROUT,#R0RP2UGG,GALE,#9L9YJLY9,GENE,#GGQYG9RJ,JESSIE,#2QG0Q9JY8
2,20200529T221134.000Z,#22JLP8028,brawlBall,Post Haste,1,#202892R9C,EMZ,BIBI,#928CPJ29J,SHELLY,#JLR8LRYC,EL PRIMO,#2RY0VCP,EMZ,#202892R9C,MAX,#22JLP8028,TARA,#228QR9LJV
1,20200529T220952.000Z,#22JLP8028,brawlBall,Post Haste,1,#202Q9LCVQ,BIBI,EMZ,#202892R9C,BIBI,#202Q9LCVQ,MAX,#22JLP8028,POCO,#GJURJYQJ,MAX,#R0UUCLVJ,COLT,#L2GP2R9
2,20200529T220758.000Z,#22JLP8028,brawlBall,Post Haste,1,#202Q9LCVQ,BIBI,BIBI,#90CPYJVYR,POCO,#9JVL2LJGJ,MORTIS,#99RGJYLV,EMZ,#202892R9C,MAX,#22JLP8028,BIBI,#202Q9LCVQ
0,20200529T220635.000Z,#22JLP8028,brawlBall,Post Haste,0,#2P222VRJR,NITA,MAX,#22JLP8028,BIBI,#202Q9LCVQ,MORTIS,#8PCCGQV92,EMZ,#YCJV0LCY,PENNY,#2JG29C9VJ,NITA,#2P222VRJR
2,20200529T220245.000Z,#22JLP8028,brawlBall,Post Haste,-1,#G0LGJ02G,RICO,RICO,#G0LGJ02G,SHELLY,#2QU8LUCR,GENE,#2LYQPVQ0,MAX,#22JLP8028,MORTIS,#20G28VPJU,BIBI,#8CCUYJ8PP
2,20200529T220108.000Z,#22JLP8028,brawlBall,Post Haste,-1,#9PJLCGLY,BULL,EL PRIMO,#P8Q0PULP,TARA,#2LURPQCG2,BULL,#9PJLCGLY,MAX,#22JLP8028,SANDY,#G2QR22C2,BO,#2YLG802P
2,20200529T215847.000Z,#22JLP8028,brawlBall,Post Haste,-1,#PV98PYYJ,MORTIS,MORTIS,#PV98PYYJ,BIBI,#2RRQVQU2J,BEA,#U8U90LG,MAX,#22JLP8028,SANDY,#G2QR22C2,BO,#2YLG802P
2,20200529T215448.000Z,#22JLP8028,brawlBall,Post Haste,-1,#L8RGRJG,PAM,BO,#2YLG802P,MAX,#22JLP8028,NITA,#G2QR22C2,PAM,#L8RGRJG,MORTIS,#9RL80CJV8,POCO,#22C28QPU0
2,20200529T215117.000Z,#22JLP8028,brawlBall,Post Haste,-1,#9Y2QPV9,SANDY,MAX,#22JLP8028,NITA,#G2QR22C2,BO,#2YLG802P,FRANK,#GPVYG80J,SANDY,#9Y2QPV9,SPIKE,#2LQ028CQ
2,20200529T214708.000Z,#22JLP8028,brawlBall,Post Haste,1,#2YLG802P,PAM,EL PRIMO,#9QRQCRU9,MORTIS,#9RPPCL0L,JACKY,#J0PCPQJC,MAX,#22JLP8028,FRANK,#G2QR22C2,PAM,#2YLG802P
2,20200529T214505.000Z,#22JLP8028,brawlBall,Post Haste,1,#2YLG802P,PAM,MORTIS,#2J0UCVQ8Q,SHELLY,#890J9GQGQ,CROW,#Y20URLGQ,MAX,#22JLP8028,PAM,#2YLG802P,FRANK,#G2QR22C2
2,20200529T214145.000Z,#22JLP8028,brawlBall,Post Haste,-1,#Q0QVC88V,MAX,NITA,#299YCJC2U,GENE,#GRP20LJV,MAX,#Q0QVC88V,CARL,#22JLP8028,FRANK,#G2QR22C2,PAM,#2YLG802P
2,20200529T213417.000Z,#22JLP8028,brawlBall,Post Haste,1,#22JLP8028,CARL,BROCK,#CVJVU2YL,NITA,#99LJ2C2RG,JACKY,#VQLYL2P,CARL,#22JLP8028,FRANK,#G2QR22C2,PAM,#2YLG802P
2,20200529T213037.000Z,#22JLP8028,brawlBall,Post Haste,1,#2YLG802P,PAM,EMZ,#2QL0UPGPR,JESSIE,#P0L22Y8C,DYNAMIKE,#8RVRGY2J2,CARL,#22JLP8028,FRANK,#G2QR22C2,PAM,#2YLG802P
2,20200529T212654.000Z,#22JLP8028,brawlBall,Post Haste,1,#2YLG802P,PAM,EL PRIMO,#9LPUQUVR9,FRANK,#L82J9P0,GENE,#V2YRRPL,CARL,#22JLP8028,FRANK,#G2QR22C2,PAM,#2YLG802P
2,20200529T212344.000Z,#22JLP8028,brawlBall,Post Haste,1,#2YLG802P,MR. P,ROSA,#2QQ8LVU89,BROCK,#2JGULR9LV,POCO,#LCQRQVC8,CARL,#22JLP8028,MR. P,#2YLG802P,FRANK,#G2QR22C2
1,20200529T212104.000Z,#22JLP8028,brawlBall,Post Haste,1,#22JLP8028,CARL,FRANK,#G2QR22C2,CARL,#22JLP8028,MR. P,#2YLG802P,MORTIS,#9VCJV98R8,MAX,#2CCRJLP,GENE,#2UG9PQP0J
2,20200529T211954.000Z,#22JLP8028,brawlBall,Post Haste,1,#G2QR22C2,FRANK,JESSIE,#2CLJJUY9Y,BIBI,#9LLVR080R,SANDY,#2C9RU8GJP,CARL,#22JLP8028,MR. P,#2YLG802P,FRANK,#G2QR22C2
1,20200529T211644.000Z,#22JLP8028,brawlBall,Post Haste,1,#22JLP8028,CARL,MR. P,#2YLG802P,CARL,#22JLP8028,FRANK,#G2QR22C2,EMZ,#888RPJJRV,BO,#C28QRLQ,ROSA,#20VC0C0P
1,20200529T211409.000Z,#22JLP8028,brawlBall,Post Haste,1,#22JLP8028,CARL,CARL,#22JLP8028,FRANK,#G2QR22C2,MR. P,#2YLG802P,PAM,#2YPRQL0,BIBI,#VP989L8,POCO,#28C2G209Q
2,20200529T211129.000Z,#22JLP8028,brawlBall,Post Haste,-1,#80GQ0QP8,BEA,BEA,#80GQ0QP8,MORTIS,#P9PC2YRJ,EL PRIMO,#8JVLJUQU,FRANK,#G2QR22C2,CARL,#22JLP8028,MR. P,#2YLG802P
2,20200530T024320.000Z,#290P8028,brawlBall,Backyard Bowl,1,#8LRYY0VP,PENNY,POCO,#2QJ8LC99,BO,#2Y2LGYUVG,EL PRIMO,#PLQ0VVJG2,PENNY,#8LRYY0VP,PAM,#290P8028,BEA,#29CJYQJ0
2,20200530T023934.000Z,#290P8028,brawlBall,Backyard Bowl,-1,#8U0UJQUV,PIPER,PIPER,#8U0UJQUV,POCO,#P022G8CRR,MORTIS,#280G9VGLP,PAM,#290P8028,BEA,#29CJYQJ0,PENNY,#8LRYY0VP
2,20200530T023550.000Z,#290P8028,brawlBall,Backyard Bowl,1,#290P8028,PAM,BIBI,#2CR0C8YYU,POCO,#9V8YURUV,BEA,#22PV9R2UU,PENNY,#8LRYY0VP,PAM,#290P8028,BEA,#29CJYQJ0
2,20200530T023129.000Z,#290P8028,brawlBall,Backyard Bowl,1,#8LRYY0VP,PENNY,MAX,#8P8CV8V0,JESSIE,#22RCY082,PENNY,#RY8V28V,PAM,#290P8028,PENNY,#8LRYY0VP,BEA,#29CJYQJ0
2,20200530T022820.000Z,#290P8028,brawlBall,Backyard Bowl,1,#290P8028,PAM,COLT,#V08LYGUY,EMZ,#9CY0LV8,POCO,#9J0022J0,PENNY,#8LRYY0VP,PAM,#290P8028,BEA,#29CJYQJ0
2,20200530T022346.000Z,#290P8028,brawlBall,Backyard Bowl,1,#290P8028,PAM,BIBI,#RQ2QYY0Y,BEA,#2GV9JJ0LP,SPIKE,#URJY2QCR,BEA,#29CJYQJ0,PENNY,#8LRYY0VP,PAM,#290P8028
2,20200530T021812.000Z,#290P8028,brawlBall,Backyard Bowl,-1,#200CG2L2,BEA,COLT,#8LRYY0VP,FRANK,#290P8028,MAX,#29CJYQJ0,BEA,#200CG2L2,EMZ,#9J8CQYVQ,CROW,#8UCQYYJ2
