WinningTeam,BattleTime,playerTag,mode,map,result,StarPlayerTag,StarPlayerBrawler,Brawler1Name,Brawler1Tag,Brawler2Name,Brawler2Tag,Brawler3Name,Brawler3Tag,Brawler4Name,Brawler4Tag,Brawler5Name,Brawler5Tag,Brawler6Name,Brawler6Tag
1,20200530T122433.000Z,#9U2QJ0P,brawlBall,Backyard Bowl,1,#9U2QJ0P,BEA,PIPER,#VGR0CJ29,BEA,#9U2QJ0P,GENE,#9UR09Q80Y,BEA,#222VJU0CU,BROCK,#20C2RRRGY,EMZ,#Y220JJJ9
1,20200530T121808.000Z,#9U2QJ0P,brawlBall,Backyard Bowl,1,#9U2QJ0P,BEA,PIPER,#VGR0CJ29,BEA,#9U2QJ0P,GENE,#9UR09Q80Y,GENE,#2R9YVLQY,MAX,#22L8CLYQU,PENNY,#28U009JPY
1,20200530T121207.000Z,#9U2QJ0P,brawlBall,Backyard Bowl,1,#9U2QJ0P,BEA,PIPER,#VGR0CJ29,BEA,#9U2QJ0P,GENE,#9UR09Q80Y,GENE,#8YVQRQP,BROCK,#9QJP9LP,SPIKE,#98VJCL2PQ
1,20200530T120359.000Z,#9U2QJ0P,brawlBall,Backyard Bowl,1,#VGR0CJ29,PIPER,PIPER,#VGR0CJ29,BEA,#9U2QJ0P,GENE,#9UR09Q80Y,JACKY,#2UPURLUG2,FRANK,#2UCV2R0LV,POCO,#22RURYRV0
1,20200530T120028.000Z,#9U2QJ0P,brawlBall,Backyard Bowl,1,#VGR0CJ29,PIPER,PIPER,#VGR0CJ29,BEA,#9U2QJ0P,GENE,#9UR09Q80Y,PIPER,#PUG8CR80,BROCK,#98JQVGLP9,JACKY,#8822ULJ9Q
1,20200530T115600.000Z,#9U2QJ0P,brawlBall,Backyard Bowl,1,#9UR09Q80Y,GENE,GENE,#9UR09Q80Y,BEA,#9U2QJ0P,PIPER,#VGR0CJ29,SPROUT,#G0L99VGL,PIPER,#298R28UG2,BROCK,#QRVCCPPR
2,20200530T115304.000Z,#9U2QJ0P,brawlBall,Backyard Bowl,1,#VGR0CJ29,PIPER,PAM,#20JRL29PY,SPIKE,#2Q0QQLL22,BEA,#R9VULU8C,PIPER,#VGR0CJ29,GENE,#9UR09Q80Y,BEA,#9U2QJ0P
2,20200530T115056.000Z,#9U2QJ0P,brawlBall,Backyard Bowl,1,#VGR0CJ29,PIPER,PIPER,#20JLGV0QL,PAM,#PPLJLLL,GENE,#GG8U2UCQ,PIPER,#VGR0CJ29,BEA,#9U2QJ0P,GENE,#9UR09Q80Y
2,20200530T114747.000Z,#9U2QJ0P,brawlBall,Backyard Bowl,1,#9UR09Q80Y,GENE,BEA,#PJJ9P890,NITA,#2JLJLLQV2,GENE,#P2CPL80J,PIPER,#VGR0CJ29,BEA,#9U2QJ0P,GENE,#9UR09Q80Y
1,20200530T072328.000Z,#29Y988P,brawlBall,Triple Dribble,1,#P2R09YQ,SANDY,SPIKE,#29Y988P,GENE,#2V8GGLV,SANDY,#P2R09YQ,SPIKE,#VQG0CVL,BEA,#2LPC9L28,GENE,#2CRY9P8YJ
0,20200530T071957.000Z,#29Y988P,brawlBall,Triple Dribble,0,#2LPC9L28,BEA,GENE,#29Y988P,BIBI,#P2R09YQ,SPIKE,#2V8GGLV,GENE,#2CRY9P8YJ,SPIKE,#VQG0CVL,BEA,#2LPC9L28
2,20200530T143201.000Z,#8P80J8RC,brawlBall,Backyard Bowl,-1,#YCC8VGRU,PAM,MR. P,#8P80J8RC,BEA,#UQY8PCGP,BROCK,#PQRVCC,MAX,#YLQRPRJ,PAM,#YCC8VGRU,PIPER,#9JY82J8U
1,20200530T142911.000Z,#8P80J8RC,brawlBall,Backyard Bowl,1,#UQY8PCGP,BEA,BROCK,#PQRVCC,BEA,#UQY8PCGP,MR. P,#8P80J8RC,BEA,#LV0QP0J,POCO,#2YLUQLL92,MORTIS,#VRL8JURC
2,20200530T142430.000Z,#8P80J8RC,brawlBall,Backyard Bowl,-1,#8LC2CJY2,MR. P,MR. P,#8P80J8RC,BROCK,#PQRVCC,BEA,#UQY8PCGP,MR. P,#8LC2CJY2,SPIKE,#2UR0PL9Q,BEA,#PL02GJ0U
1,20200530T142017.000Z,#8P80J8RC,brawlBall,Backyard Bowl,1,#8P80J8RC,MR. P,BROCK,#PQRVCC,BEA,#UQY8PCGP,MR. P,#8P80J8RC,BEA,#82CLJQLPR,BROCK,#P0L9GG9L0,EMZ,#2LCVQ0UY2
2,20200530T141625.000Z,#8P80J8RC,brawlBall,Backyard Bowl,1,#8P80J8RC,MR. P,BEA,#UUUL2PLY,BROCK,#PYPJJYCL,PAM,#2RCLGVVVL,BROCK,#PQRVCC,BEA,#UQY8PCGP,MR. P,#8P80J8RC
2,20200530T140826.000Z,#8P80J8RC,brawlBall,Backyard Bowl,1,#PQRVCC,BROCK,SANDY,#8V8QYV0P0,JESSIE,#9UYRL8VG,CROW,#8QRQRYR2V,BROCK,#PQRVCC,BEA,#UQY8PCGP,MR. P,#8P80J8RC
2,20200530T140427.000Z,#8P80J8RC,brawlBall,Backyard Bowl,1,#8P80J8RC,MR. P,JACKY,#8LUY9PPRL,CROW,#8QJCPLCQL,TARA,#2Y8CVU8QJ,BEA,#UQY8PCGP,MR. P,#8P80J8RC,BROCK,#PQRVCC
2,20200530T140031.000Z,#8P80J8RC,brawlBall,Backyard Bowl,1,#8P80J8RC,MR. P,PAM,#R28VYC9,COLT,#8VUQPYC,MORTIS,#80RPLCCJ9,BEA,#UQY8PCGP,MR. P,#8P80J8RC,BROCK,#PQRVCC
1,20200530T135358.000Z,#8P80J8RC,brawlBall,Backyard Bowl,1,#PQRVCC,BROCK,BROCK,#PQRVCC,MR. P,#8P80J8RC,BEA,#UQY8PCGP,BEA,#YC2LGPVG,PIPER,#GRQ9CGQG,PAM,#9P08YPV9
1,20200530T135012.000Z,#8P80J8RC,brawlBall,Backyard Bowl,1,#PQRVCC,BROCK,BROCK,#PQRVCC,BEA,#UQY8PCGP,MR. P,#8P80J8RC,BEA,#2PVC2PJRU,EMZ,#2UG9PQP0J,MORTIS,#VLCLPRPU
2,20200530T134504.000Z,#8P80J8RC,brawlBall,Backyard Bowl,1,#PQRVCC,BROCK,BEA,#2VL2CCCG,PAM,#2VPQUC0V9,PENNY,#JCQRL2GU,BROCK,#PQRVCC,BEA,#UQY8PCGP,MR. P,#8P80J8RC
1,20200530T134154.000Z,#8P80J8RC,brawlBall,Backyard Bowl,1,#UQY8PCGP,BEA,MR. P,#8P80J8RC,BROCK,#PQRVCC,BEA,#UQY8PCGP,CROW,#8CQ0YULP,COLT,#2JRR0ULU,MORTIS,#Q0RCCLV
2,20200530T133904.000Z,#8P80J8RC,brawlBall,Backyard Bowl,1,#8P80J8RC,MR. P,BEA,#22CLLGU9L,POCO,#2CUL8U9PP,DARRYL,#28Q829YGY,BROCK,#PQRVCC,BEA,#UQY8PCGP,MR. P,#8P80J8RC
2,20200530T133529.000Z,#8P80J8RC,brawlBall,Backyard Bowl,-1,#9QRVR0CY,SANDY,SANDY,#9QRVR0CY,TARA,#2R80LUQUP,MORTIS,#8JYQV90U8,BROCK,#PQRVCC,PAM,#UQY8PCGP,MR. P,#8P80J8RC
2,20200530T132707.000Z,#8P80J8RC,brawlBall,Backyard Bowl,-1,#29Q9V2C9R,PENNY,PENNY,#29Q9V2C9R,BEA,#2PJ09CGYR,EMZ,#22L20GPL8,PAM,#UQY8PCGP,BEA,#V89Y2GP0,MR. P,#8P80J8RC
2,20200530T132249.000Z,#8P80J8RC,brawlBall,Backyard Bowl,-1,#2CYGR2UY,MORTIS,BROCK,#V89Y2GP0,BEA,#UQY8PCGP,MR. P,#8P80J8RC,BEA,#9R09P2QV,MORTIS,#2CYGR2UY,JACKY,#2PPRQ2QCC
2,20200530T131847.000Z,#8P80J8RC,brawlBall,Backyard Bowl,-1,#JQ9VLPG2,MORTIS,PAM,#9J29U0YJ,BEA,#29J0YY02J,MORTIS,#JQ9VLPG2,BROCK,#V89Y2GP0,MR. P,#8P80J8RC,BEA,#UQY8PCGP
1,20200530T131544.000Z,#8P80J8RC,brawlBall,Backyard Bowl,1,#8P80J8RC,MR. P,BROCK,#V89Y2GP0,BEA,#UQY8PCGP,MR. P,#8P80J8RC,CROW,#QY2RJUC,BEA,#220P8RQ0U,MORTIS,#2VP9998G
2,20200530T130704.000Z,#8P80J8RC,brawlBall,Backyard Bowl,-1,#GJJ9CVVL,PAM,PENNY,#V9QGJY9,BEA,#UQY8PCGP,MR. P,#8P80J8RC,JACKY,#J2GLCUY8,BEA,#8U2P8VR2,PAM,#GJJ9CVVL
2,20200529T232404.000Z,#GCQCVP0G,brawlBall,Warped Arena,1,#GCQCVP0G,EMZ,SANDY,#88CY8RPU,FRANK,#JQ8Y0UY,JACKY,#8GGYRLCU,EMZ,#GCQCVP0G,JESSIE,#GJ90RRRQ,NITA,#UVUGP2L
2,20200529T231940.000Z,#GCQCVP0G,brawlBall,Warped Arena,-1,#9PJUPLRC,EMZ,JESSIE,#2UGGL29CR,CROW,#UPCQPV80,EMZ,#GCQCVP0G,JACKY,#8QPR0YQJ,SANDY,#2J2LQY9,EMZ,#9PJUPLRC
2,20200529T231600.000Z,#GCQCVP0G,brawlBall,Warped Arena,1,#GCQCVP0G,EMZ,EMZ,#UP92QVLY,BARLEY,#289G02G,EL PRIMO,#PJ828RLJ,JESSIE,#8V2VVRVCU,EMZ,#GCQCVP0G,MORTIS,#8ULCLPCP8
1,20200529T192439.000Z,#GCQCVP0G,brawlBall,Backyard Bowl,1,#292QQCPV9,BROCK,BROCK,#292QQCPV9,BEA,#222C0UR82,PAM,#GCQCVP0G,PAM,#YY0VLV9Y,EMZ,#28CVJGPGY,CROW,#CGUGYY2Q
1,20200528T164914.000Z,#GCQCVP0G,brawlBall,Field Goal,1,#222C0UR82,FRANK,FRANK,#222C0UR82,NITA,#GCQCVP0G,BEA,#GCGY0CRQ,NITA,#29Q9V2C9R,FRANK,#JL9RQG92,BEA,#V2QJL09L
2,20200528T164438.000Z,#GCQCVP0G,brawlBall,Field Goal,-1,#ULVLRU2J,TARA,FRANK,#JL9RQG92,BEA,#V2QJL09L,TARA,#ULVLRU2J,BEA,#GCGY0CRQ,BIBI,#222C0UR82,NITA,#GCQCVP0G
2,20200528T164051.000Z,#GCQCVP0G,brawlBall,Field Goal,1,#GCQCVP0G,NITA,BEA,#V2QJL09L,TARA,#ULVLRU2J,FRANK,#JL9RQG92,BIBI,#GCGY0CRQ,BROCK,#222C0UR82,NITA,#GCQCVP0G
1,20200530T133616.000Z,#8RUV8QCJ,brawlBall,Penalty Kick,1,#8RUV8QCJ,BIBI,SANDY,#90R2QC8,JACKY,#9UQPRJ,BIBI,#8RUV8QCJ,EMZ,#PRG02QUV,BIBI,#2QGJY9,JACKY,#99YYQQUR
1,20200530T133206.000Z,#8RUV8QCJ,brawlBall,Penalty Kick,1,#8RUV8QCJ,BIBI,SANDY,#90R2QC8,BIBI,#8RUV8QCJ,JACKY,#9UQPRJ,EMZ,#PRG02QUV,JACKY,#99YYQQUR,BIBI,#2QGJY9
1,20200530T130102.000Z,#8RUV8QCJ,brawlBall,Penalty Kick,1,#9UQPRJ,JACKY,JACKY,#9UQPRJ,EL PRIMO,#90R2QC8,GENE,#8RUV8QCJ,JACKY,#LUJV8QUY,BIBI,#PP28000,BARLEY,#GGCVVU0G
1,20200530T125649.000Z,#8RUV8QCJ,brawlBall,Penalty Kick,1,#9UQPRJ,JACKY,GENE,#8RUV8QCJ,JACKY,#9UQPRJ,SANDY,#90R2QC8,EL PRIMO,#PP28000,JACKY,#LUJV8QUY,BARLEY,#GGCVVU0G
1,20200530T121738.000Z,#8RUV8QCJ,brawlBall,Backyard Bowl,1,#8RUV8QCJ,BEA,EMZ,#90R2QC8,GENE,#9UQPRJ,BEA,#8RUV8QCJ,GENE,#8J08U8Y,BEA,#2RR2Y0VL,EMZ,#9YPGUVC02
1,20200530T121443.000Z,#8RUV8QCJ,brawlBall,Backyard Bowl,1,#9UQPRJ,GENE,GENE,#9UQPRJ,BEA,#8RUV8QCJ,EMZ,#90R2QC8,PENNY,#22GPRQYJR,BEA,#VPG8YUJV,COLT,#9Y9082QC
2,20200530T121238.000Z,#8RUV8QCJ,brawlBall,Backyard Bowl,-1,#2QYLYGYR,BROCK,BROCK,#2QYLYGYR,PAM,#GRC9RRJR,BEA,#9LPY2Q80,EMZ,#90R2QC8,BEA,#8RUV8QCJ,GENE,#9UQPRJ
2,20200530T121122.000Z,#8RUV8QCJ,brawlBall,Backyard Bowl,1,#8RUV8QCJ,BEA,NITA,#ULRJ0Y98,BROCK,#20PRJRLG2,PAM,#GJQJUU,EMZ,#90R2QC8,BEA,#8RUV8QCJ,JACKY,#9UQPRJ
2,20200530T141122.000Z,#22CL00PG0,brawlBall,Backyard Bowl,1,#22CL00PG0,MAX,BROCK,#CY2RLQ8R,SPROUT,#RQ9RULLY,NITA,#828VUVGQQ,MAX,#22CL00PG0,PAM,#GUJVJVYQ,BEA,#2L908VQG8
2,20200530T140647.000Z,#22CL00PG0,brawlBall,Backyard Bowl,1,#GUJVJVYQ,PAM,BEA,#PJ0GRPR8,COLT,#9LVUC2PY,SPROUT,#2L09Q2U0R,MAX,#22CL00PG0,PAM,#GUJVJVYQ,BEA,#2L908VQG8
2,20200530T140319.000Z,#22CL00PG0,brawlBall,Backyard Bowl,-1,#YQJL0889,PAM,BEA,#UPV2LLU2,PAM,#YQJL0889,EMZ,#GCLPVYJG,PAM,#GUJVJVYQ,BEA,#2L908VQG8,MAX,#22CL00PG0
2,20200530T143311.000Z,#99LVCGU,brawlBall,Backyard Bowl,1,#99LVCGU,PIPER,BEA,#8LG9UURQ,EMZ,#298UVUR9J,PAM,#V2GCUCRR,PAM,#RYPJYPGV,BROCK,#Y890LY,PIPER,#99LVCGU
1,20200530T143001.000Z,#99LVCGU,brawlBall,Backyard Bowl,1,#RYPJYPGV,PAM,BROCK,#Y890LY,PAM,#RYPJYPGV,PIPER,#99LVCGU,SHELLY,#JJP8CU9,CROW,#2L0CUGJP9,PAM,#8L8PUY9Q0
1,20200530T142656.000Z,#99LVCGU,brawlBall,Backyard Bowl,1,#RYPJYPGV,PAM,BROCK,#Y890LY,PIPER,#99LVCGU,PAM,#RYPJYPGV,PAM,#2RCLGVVVL,BEA,#UUUL2PLY,MORTIS,#20U990JRC
1,20200530T142303.000Z,#99LVCGU,brawlBall,Backyard Bowl,1,#RYPJYPGV,PAM,BROCK,#Y890LY,PAM,#RYPJYPGV,PIPER,#99LVCGU,MORTIS,#2J0UCVQ8Q,BEA,#CYYJG9PP,DARRYL,#Q9RQ8RJ
2,20200530T141952.000Z,#99LVCGU,brawlBall,Backyard Bowl,1,#RYPJYPGV,PAM,PAM,#28JRCL9L,PENNY,#2U0CV99G,GALE,#RRYRQ0YC,BROCK,#Y890LY,PAM,#RYPJYPGV,PIPER,#99LVCGU
2,20200530T141831.000Z,#99LVCGU,brawlBall,Backyard Bowl,1,#RYPJYPGV,PAM,EMZ,#L80YY0CP,MORTIS,#VCPR0QLG,NITA,#YRJGYUJ,BROCK,#Y890LY,PAM,#RYPJYPGV,PIPER,#99LVCGU
1,20200530T141720.000Z,#99LVCGU,brawlBall,Backyard Bowl,1,#99LVCGU,PIPER,BROCK,#Y890LY,PAM,#RYPJYPGV,PIPER,#99LVCGU,BROCK,#GV00C8YJ,PAM,#RPYU2J,MORTIS,#CJV2PJ0R
2,20200530T141501.000Z,#99LVCGU,brawlBall,Backyard Bowl,1,#99LVCGU,PIPER,MORTIS,#9C90RPJU,FRANK,#U2YLYGYL,MAX,#VLJPV28,BROCK,#Y890LY,PAM,#RYPJYPGV,PIPER,#99LVCGU
1,20200530T141230.000Z,#99LVCGU,brawlBall,Backyard Bowl,1,#Y890LY,BROCK,BROCK,#Y890LY,PAM,#RYPJYPGV,PIPER,#99LVCGU,EMZ,#82LY0UY,BEA,#2QRJUGCJG,MORTIS,#2LY922JUV
1,20200530T141030.000Z,#99LVCGU,brawlBall,Backyard Bowl,1,#RYPJYPGV,PAM,BROCK,#Y890LY,PAM,#RYPJYPGV,PIPER,#99LVCGU,EMZ,#8YJGPPUV8,GENE,#8UPVL2C9,DARRYL,#20C90CUJY
2,20200530T140722.000Z,#99LVCGU,brawlBall,Backyard Bowl,1,#Y890LY,BROCK,MORTIS,#80RPLCCJ9,EL PRIMO,#9U892JC9J,PAM,#L8RGRJG,BROCK,#Y890LY,PAM,#RYPJYPGV,PIPER,#99LVCGU
2,20200530T140533.000Z,#99LVCGU,brawlBall,Backyard Bowl,-1,#GRJ208G0,POCO,BO,#2GPURL9C,JACKY,#8LG29PYPP,POCO,#GRJ208G0,BROCK,#Y890LY,PAM,#RYPJYPGV,PIPER,#99LVCGU
1,20200530T140245.000Z,#99LVCGU,brawlBall,Backyard Bowl,1,#RYPJYPGV,PAM,BROCK,#Y890LY,PAM,#RYPJYPGV,PIPER,#99LVCGU,JACKY,#GGVQ8J2C,CROW,#CGP0GVL0,ROSA,#Y0RGQ8QRL
1,20200530T140109.000Z,#99LVCGU,brawlBall,Backyard Bowl,1,#99LVCGU,PIPER,BROCK,#Y890LY,PAM,#RYPJYPGV,PIPER,#99LVCGU,CARL,#9ULPUL8,EMZ,#2GL9LCU,SANDY,#VYLR0VRQ
1,20200530T135948.000Z,#99LVCGU,brawlBall,Backyard Bowl,1,#Y890LY,BROCK,BROCK,#Y890LY,PAM,#RYPJYPGV,PIPER,#99LVCGU,BEA,#2R9RRQPPQ,MORTIS,#2R9JG9RGU,SANDY,#2U8QYYPQL
2,20200530T135821.000Z,#99LVCGU,brawlBall,Backyard Bowl,-1,#RV8J2YR,PENNY,BROCK,#Y890LY,PIPER,#99LVCGU,PAM,#RYPJYPGV,POCO,#L2V2YPUY,PAM,#VG8LU0VU,PENNY,#RV8J2YR
2,20200530T135436.000Z,#99LVCGU,brawlBall,Backyard Bowl,1,#Y890LY,BROCK,MORTIS,#8JC8JV9PC,POCO,#92LLG8Y0P,NITA,#89GVL9PRJ,BROCK,#Y890LY,PAM,#RYPJYPGV,PIPER,#99LVCGU
2,20200530T135027.000Z,#99LVCGU,brawlBall,Backyard Bowl,-1,#GUG299GU,BO,MORTIS,#V8UV8VL0,BROCK,#CYGCL2GU,BO,#GUG299GU,BROCK,#Y890LY,PIPER,#99LVCGU,PAM,#RYPJYPGV
2,20200530T134647.000Z,#99LVCGU,brawlBall,Backyard Bowl,1,#G9PYC,PAM,BEA,#2PVC2PJRU,PAM,#JRQ2GGUR,EL PRIMO,#8U9V9Q9Q0,PAM,#G9PYC,PIPER,#99LVCGU,BROCK,#Y890LY
1,20200530T134517.000Z,#99LVCGU,brawlBall,Backyard Bowl,1,#99LVCGU,PIPER,BROCK,#Y890LY,PIPER,#99LVCGU,PAM,#G9PYC,TARA,#2Y8CVU8QJ,COLT,#2RRQ8C8JP,MORTIS,#QGR9YVY
1,20200530T134342.000Z,#99LVCGU,brawlBall,Backyard Bowl,1,#G9PYC,PAM,BROCK,#Y890LY,PAM,#G9PYC,PIPER,#99LVCGU,POCO,#G2JQC0U,MORTIS,#98YJCVY8C,EL PRIMO,#8Q0R02UVJ
2,20200530T142654.000Z,#2Y0QG8RC,brawlBall,Field Goal,1,#Y92,EL PRIMO,COLT,#2Y2YV2JVC,JESSIE,#8GQ,POCO,#9UC,MORTIS,#2Y0QG8RC,EL PRIMO,#Y92,8-BIT,#LQY
2,20200530T143257.000Z,#2G9QL8U8R,brawlBall,Backyard Bowl,1,#2G9QL8U8R,POCO,BROCK,#2VP0UGQU8,GENE,#2PVQU22Q9,PIPER,#9YPL2YVUP,GENE,#2PV9YRJUG,PAM,#VVU9J0Q8,POCO,#2G9QL8U8R
2,20200530T142946.000Z,#2G9QL8U8R,brawlBall,Backyard Bowl,-1,#9VVCUVCC,BEA,GENE,#2PV9YRJUG,POCO,#2G9QL8U8R,PAM,#VVU9J0Q8,JACKY,#98QLC82J,POCO,#8V2CCJCR,BEA,#9VVCUVCC
1,20200530T142513.000Z,#2G9QL8U8R,brawlBall,Backyard Bowl,1,#2G9QL8U8R,POCO,GENE,#2PV9YRJUG,POCO,#2G9QL8U8R,PAM,#VVU9J0Q8,BEA,#YV29PU8L,PENNY,#GV8C9JRL,BROCK,#2V0QJCY0L
2,20200530T142137.000Z,#2G9QL8U8R,brawlBall,Backyard Bowl,1,#2G9QL8U8R,POCO,POCO,#2YPUC0RQJ,MORTIS,#2VVLLUP,PIPER,#CVGLJCY0,GENE,#2PV9YRJUG,PAM,#VVU9J0Q8,POCO,#2G9QL8U8R
1,20200530T141950.000Z,#2G9QL8U8R,brawlBall,Backyard Bowl,1,#2G9QL8U8R,POCO,POCO,#2G9QL8U8R,PAM,#VVU9J0Q8,GENE,#2PV9YRJUG,PAM,#2GYY22L,MR. P,#2GG9R9U,PIPER,#2CV0C0UQY
0,20200530T141633.000Z,#2G9QL8U8R,brawlBall,Backyard Bowl,0,#2RQYYVURV,BEA,GENE,#2PV9YRJUG,POCO,#2G9QL8U8R,PAM,#VVU9J0Q8,SPROUT,#99Q2CJCJJ,PAM,#YR2L0CJJ,BEA,#2RQYYVURV
1,20200530T141232.000Z,#2G9QL8U8R,brawlBall,Backyard Bowl,1,#2PV9YRJUG,GENE,GENE,#2PV9YRJUG,POCO,#2G9QL8U8R,PAM,#VVU9J0Q8,MORTIS,#Y08PGCV,LEON,#Y8PRYU9Q,GENE,#2CCQVGV89
2,20200530T140856.000Z,#2G9QL8U8R,brawlBall,Backyard Bowl,-1,#Q209GYRP,BEA,GENE,#2PV9YRJUG,POCO,#2G9QL8U8R,PAM,#VVU9J0Q8,BEA,#Q209GYRP,BROCK,#YJCUQC9Q,SPIKE,#2PPPUYLJC
1,20200530T140557.000Z,#2G9QL8U8R,brawlBall,Backyard Bowl,1,#2G9QL8U8R,POCO,POCO,#2G9QL8U8R,PAM,#VVU9J0Q8,GENE,#2PV9YRJUG,GENE,#L22UVQG0,COLT,#8Y9LUJPR9,SPROUT,#U0JPQV0R
1,20200530T140430.000Z,#2G9QL8U8R,brawlBall,Backyard Bowl,1,#2G9QL8U8R,POCO,GENE,#2PV9YRJUG,POCO,#2G9QL8U8R,PAM,#VVU9J0Q8,MR. P,#2QQLGUVG0,GENE,#802Y2LCJJ,BEA,#9RGC9VGG
2,20200530T140122.000Z,#2G9QL8U8R,brawlBall,Backyard Bowl,1,#2G9QL8U8R,POCO,CROW,#29P0CYU0C,BROCK,#8R0Y2Y2,PENNY,#80J0L9QC8,GENE,#2PV9YRJUG,POCO,#2G9QL8U8R,PAM,#VVU9J0Q8
1,20200530T130217.000Z,#2G9QL8U8R,brawlBall,Backyard Bowl,1,#9YPQG828,POCO,POCO,#9YPQG828,GENE,#V8RY8LY,BEA,#2G9QL8U8R,MAX,#2LJUGP0CG,GENE,#80P889UY,PAM,#PU2LCVY
1,20200530T143340.000Z,#8Y98Q8U,brawlBall,Well Cut,1,#8Y98Q8U,FRANK,JACKY,#2QQVR2JGY,GENE,#Y80G8VL,FRANK,#8Y98Q8U,BEA,#88PPCUU0L,JACKY,#80JQ8L0,RICO,#8Y2Q8U92G
2,20200530T143221.000Z,#8Y98Q8U,brawlBall,Shoulder Bash,1,#2QQVR2JGY,BIBI,RICO,#88PPCUU0L,BROCK,#8Y2Q8U92G,JACKY,#80JQ8L0,BIBI,#2QQVR2JGY,BEA,#Y80G8VL,RICO,#8Y98Q8U
2,20200530T142900.000Z,#8Y98Q8U,brawlBall,Galaxy Arena,1,#2QQVR2JGY,JACKY,JACKY,#80JQ8L0,BEA,#88PPCUU0L,EMZ,#8Y2Q8U92G,EMZ,#8Y98Q8U,JACKY,#2QQVR2JGY,GENE,#Y80G8VL
1,20200530T140710.000Z,#8Y98Q8U,brawlBall,Backyard Bowl,1,#8Y98Q8U,PIPER,GALE,#2QQVR2JGY,MAX,#Y80G8VL,PIPER,#8Y98Q8U,GENE,#29U9QVR9C,SPROUT,#8RURURUPJ,BEA,#2RPRGVGUQ
1,20200530T140357.000Z,#8Y98Q8U,brawlBall,Triple Dribble,1,#8Y98Q8U,BIBI,EMZ,#2QQVR2JGY,BIBI,#8Y98Q8U,GENE,#Y80G8VL,GENE,#29U9QVR9C,ROSA,#8RURURUPJ,SPROUT,#2RPRGVGUQ
1,20200530T130333.000Z,#8Y98Q8U,brawlBall,Backyard Bowl,1,#2QQVR2JGY,SPROUT,SPROUT,#2QQVR2JGY,BROCK,#8Y98Q8U,MAX,#Y80G8VL,BEA,#2PP90PRC8,EMZ,#2PRGYVP0U,BO,#CG88JVRQ
2,20200530T130149.000Z,#8Y98Q8U,brawlBall,Triple Dribble,1,#8Y98Q8U,BIBI,SPROUT,#2PRGYVP0U,GENE,#2PP90PRC8,JACKY,#CG88JVRQ,EMZ,#2QQVR2JGY,GENE,#Y80G8VL,BIBI,#8Y98Q8U
1,20200530T125339.000Z,#8Y98Q8U,brawlBall,Triple Dribble,1,#8Y98Q8U,BIBI,EMZ,#2QQVR2JGY,GENE,#Y80G8VL,BIBI,#8Y98Q8U,EMZ,#2C9LUVVGQ,SANDY,#UR2UL8YR,BIBI,#9P0UG0P
2,20200530T121825.000Z,#8Y98Q8U,brawlBall,Backyard Bowl,1,#PY28Y2QR,8-BIT,EL PRIMO,#8JC0C0PJ2,DYNAMIKE,#98C8J2P8P,JESSIE,#2822GUQQ9,CROW,#YVG98L22,GALE,#8Y98Q8U,8-BIT,#PY28Y2QR
2,20200530T143304.000Z,#VLQPVPY,brawlBall,Super Stadium,1,#RJPJYPP0,BEA,EL PRIMO,#9VUUYUY,BEA,#J0CJJPR9,NITA,#8CL0GLV,BEA,#RJPJYPP0,EMZ,#VLQPVPY,JACKY,#2GR8RR8G
2,20200530T142938.000Z,#VLQPVPY,brawlBall,Super Stadium,-1,#9VUUYUY,EMZ,BEA,#RJPJYPP0,JACKY,#2GR8RR8G,EMZ,#VLQPVPY,EMZ,#9VUUYUY,BEA,#J0CJJPR9,JACKY,#8CL0GLV
2,20200530T130609.000Z,#VLQPVPY,brawlBall,Backyard Bowl,-1,#LL0JQVL,TARA,BIBI,#8YQPGGQU0,TARA,#LL0JQVL,MORTIS,#Y2L9YG82,MORTIS,#92LQJCGPQ,GALE,#VLQPVPY,GENE,#28J2ULVC9
1,20200530T130302.000Z,#VLQPVPY,brawlBall,Backyard Bowl,1,#8LJ8UJLU,DARRYL,COLT,#2P8QU0UR,DARRYL,#8LJ8UJLU,GALE,#VLQPVPY,BEA,#22RJU8VLR,SPIKE,#R0G9G9YQ,CROW,#9RC8UQRL9
2,20200530T125943.000Z,#VLQPVPY,brawlBall,Backyard Bowl,-1,#Y8JJLVLJ,POCO,SPIKE,#22Q2RJYYR,FRANK,#JLQ99LG,POCO,#Y8JJLVLJ,MORTIS,#88U0QC9LC,EL PRIMO,#2Q02PVJLV,GALE,#VLQPVPY
2,20200530T125733.000Z,#VLQPVPY,brawlBall,Backyard Bowl,1,#229GGJCUQ,POCO,GENE,#2L8PCQ2RQ,SPROUT,#2U8YYCQJ2,JACKY,#V9UVJU2Y,GALE,#VLQPVPY,TARA,#J0VP2J0P,POCO,#229GGJCUQ
2,20200530T124615.000Z,#VLQPVPY,brawlBall,Backyard Bowl,-1,#2QYRVRJJ,PAM,PIPER,#VLQPVPY,BEA,#P8JQQPG,BROCK,#UURLUGP,BEA,#Y09C0JJ8,PAM,#2QYRVRJJ,JACKY,#2GU99U9Y9
1,20200530T124126.000Z,#VLQPVPY,brawlBall,Backyard Bowl,1,#P8JQQPG,BEA,PIPER,#VLQPVPY,BEA,#P8JQQPG,BROCK,#UURLUGP,GENE,#8P292YQ9,BROCK,#22QUPVJ,MAX,#VYPQ8JP
